state,action,reward,state_0,state_1,mu,trials,correct,contrast_diff,subjective_obs,condition,contrast,value_a1,congruence,choice_cond
1,0,0,0.321217360274924,0.678782639725076,0.559594213241692,1,0,0.0263157894736842,0.0139805048095844,NaN,1,0.5,1,1
0,0,1,0.965361298129765,0.0346387018702352,0.693274448220798,2,1,-0.0473684210526316,-0.0554590561468328,NaN,1,0.555465680870351,1,1
1,1,1,0.00060770691014071,0.999392293089859,0.769130590567916,3,1,0.068421052631579,0.103677646778279,NaN,1,0.306960460214677,1,1
0,0,1,0.95355281786865,0.0464471821313496,0.810911298002487,4,1,-0.0368421052631579,-0.0511678019082433,NaN,1,0.744129875453465,1,1
1,1,1,0.45435309327016,0.54564690672984,0.815229956251605,5,1,0.0157894736842105,0.00345064574189989,NaN,1,0.471615721957654,1,1
0,0,1,0.972350079270291,0.0276499207297085,0.843887852936598,6,1,-0.0894736842105263,-0.0586311282480807,NaN,1,0.797797789647632,1,1
1,1,1,0.0136775841540375,0.986322415845962,0.865110823160895,7,1,0.0263157894736842,0.0679830188736807,NaN,1,0.165519257159586,1,1
1,1,1,0.00034489448244195,0.999655105517558,0.88142775444542,8,1,0.0789473684210526,0.109621833191085,NaN,1,0.135141026255881,1,1
1,1,1,0.319142921276114,0.680857078723886,0.887796650599913,9,1,0.0157894736842105,0.0141553836447373,NaN,1,0.36203218117358,1,1
0,0,1,0.99966360042528,0.000336399574719489,0.899321623894876,10,1,-0.1,-0.109881130162806,NaN,1,0.887535741343234,1,1
0,0,0,0.950546412526887,0.0494535874731128,0.845289703414827,11,1,-0.0789473684210526,-0.0502235867207685,NaN,1,0.859825850180494,1,1
0,0,1,0.994313812835064,0.00568618716493603,0.860481156169745,12,1,-0.0789473684210526,-0.078770162800984,NaN,1,0.841362939655344,1,1
1,0,0,0.580186429694431,0.419813570305569,0.856510443192056,13,0,0.00526315789473684,-0.00609021299402436,NaN,1,0.557811393770745,1,1
1,0,0,0.772796511058402,0.227203488941599,0.836195617283205,14,0,0.00526315789473684,-0.0225522424965222,NaN,1,0.694509610117355,1,1
0,0,1,0.942911193305,0.0570888066950004,0.850870472014465,15,1,-0.0368421052631579,-0.0480227825587777,NaN,1,0.797809604069631,1,1
0,0,1,0.912235679479508,0.0877643205204923,0.862851651041884,16,1,-0.00526315789473684,-0.0410513452662702,NaN,1,0.789282654880357,1,1
